2017-11-08T14-31-58,( - ),( C ),no peaks found,<0, no peaks found,<0
6eec442d-b06d-4f64-9eed-2262cf66aec4,( +++ ),( A ),Streptococcus agalactiae,2.41,Streptococcus agalactiae,2.41
77c4195b-7d01-45fe-a36d-a9aebb4ecebf,( ++ ),( A ),Streptococcus massiliensis,2.2,not reliable identification,1.39
7a173d03-6744-4aa6-bef4-a8b1bb2d20fb,( +++ ),( A ),Morganella morganii,2.51,Morganella morganii,2.49
885cf2ac-7e5a-4d60-a05a-026c4f8a1644,( + ),( B ),Lactobacillus salivarius,1.78,Lactobacillus salivarius,1.74
8cfaf166-9f85-47b1-9543-65f00b6be8ca,( + ),( B ),Streptococcus gordonii,1.93,Streptococcus gordonii,1.8
918fd3f5-d56e-4442-845f-f37271d02ba2,( + ),( B ),Staphylococcus warneri,1.92,Staphylococcus warneri,1.91
9987ed60-5889-4583-adad-70fa6455ef4d,( - ),( C ),not reliable identification,1.46,not reliable identification,1.38
a2d91f3e-127a-491e-9292-71adf49804e9,( +++ ),( A ),Escherichia coli,2.42,Escherichia coli,2.31
a5bb54ce-d8dc-4705-9fb2-b78b2d5a739f,( +++ ),( A ),Staphylococcus hominis,2.48,Staphylococcus hominis,2.36
a8abfc9e-2a24-4524-80ea-aaca30db5036,( ++ ),( A ),Staphylococcus epidermidis,2.08,Staphylococcus epidermidis,2.03
a9d428e1-cdd9-4a94-8ab6-5030caa5d525,( - ),( C ),no peaks found,<0, no peaks found,<0
bdebf968-243b-4be6-9a64-98d7486fe60b,( - ),( C ),not reliable identification,1.38,not reliable identification,1.32
cba0cea3-7683-4a8a-b125-ccb9fb21ab0e,( +++ ),( A ),Staphylococcus aureus,2.49,Staphylococcus aureus,2.48
e857dad6-a248-4375-8b33-7a84363b98c6,( ++ ),( A ),Staphylococcus epidermidis,2.1,Staphylococcus epidermidis,1.98
e979a9ea-193a-4daf-8f01-3d5cf06378d8,( +++ ),( A ),Lactobacillus paracasei,2.37,Lactobacillus paracasei,2.36
eafb112d-444e-4e10-b8b3-0cabb5b5d06f,( - ),( C ),no peaks found,<0, no peaks found,<0
13c9fa93-5b6b-458f-8116-6bd11e10fcbf,( +++ ),( A ),Pseudomonas aeruginosa,2.49,Pseudomonas aeruginosa,2.4
2601d3c0-50f8-4eca-aff2-4fc5aef895d9,( +++ ),( A ),Escherichia coli,2.36,Escherichia coli,2.35
29d92bdb-6f77-4d79-b076-77f6216b7d54,( +++ ),( A ),Escherichia coli,2.42,Escherichia coli,2.35
30ae935a-af82-4100-92a1-00a1928c67d0,( +++ ),( A ),Escherichia coli,2.39,Escherichia coli,2.34
5d14537d-303c-4803-8de0-cbd53347092d,( +++ ),( B ),MIX!Acinetobacter pittii,2.4,Acinetobacter pittii,2.4
5ef906dd-bc6b-43dc-a0ed-d4cef92cdc43,( - ),( C ),not reliable identification,1.18,not reliable identification,1.16
6814081f-fae7-4aa5-9e5a-3e830d9aa25f,( +++ ),( A ),Staphylococcus aureus,2.39,Staphylococcus aureus,2.38
6ae4d6a6-2b8d-48b3-b9ab-e70430e36013,( +++ ),( A ),Escherichia coli,2.43,Escherichia coli,2.36
7f9756ca-1b86-47d5-9e3b-47e64904a952,( +++ ),( A ),Staphylococcus aureus,2.42,Staphylococcus aureus,2.4
7fe59872-ca16-4ee9-b9ae-e92402256702,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.4
803a70eb-5a64-4402-90ca-b3368a7f3131,( +++ ),( A ),Staphylococcus aureus,2.46,Staphylococcus aureus,2.4
829178cb-20e0-476d-adfe-e359649ccbf7,( +++ ),( A ),Staphylococcus aureus,2.35,Staphylococcus aureus,2.32
9f0d8f7b-fc5b-4e5a-b155-f4f1fa083049,( +++ ),( A ),Escherichia coli,2.56,Escherichia coli,2.41
a85b5a8e-36c1-4296-986d-112a2430b561,( - ),( C ),not reliable identification,1.25,not reliable identification,1.1
d2017192-c2ea-4955-b797-65226012bd8f,( +++ ),( A ),Escherichia coli,2.5,Escherichia coli,2.42
e75fc1c0-f15d-4e40-b451-2b6bb10f8492,( +++ ),( B ),Klebsiella pneumoniae,2.55,Klebsiella pneumoniae,2.52
f756ce20-271f-459c-98fb-08f498ab63ee,( ++ ),( A ),Pseudomonas lundensis,2.19,Pseudomonas taetrolens,1.99
1a706b3b-42f0-4522-b519-5385f3537c9a,( +++ ),( A ),Proteus mirabilis,2.5,Proteus mirabilis,2.47
4c19ceaa-c942-4628-86ea-09f113258c46,( +++ ),( A ),Morganella morganii,2.63,Morganella morganii,2.62
81f38ff7-e65c-4559-9d38-c0ffa3a4bcf2,( +++ ),( A ),Proteus mirabilis,2.51,Proteus mirabilis,2.37
83ba77a7-0161-48a0-9542-abf5a454bf85,( + ),( B ),Ochrobactrum anthropi,1.8,Ochrobactrum tritici,1.8
97a44e0d-3f16-4be3-a682-d93098ae466c,( +++ ),( A ),Morganella morganii,2.69,Morganella morganii,2.55
9f18fc65-dd1e-41be-87c2-cf7b591e48ab,( +++ ),( A ),Staphylococcus aureus,2.4,Staphylococcus aureus,2.38
a1a185dc-91a1-4a99-921b-31b0484f081d,( +++ ),( A ),Morganella morganii,2.65,Morganella morganii,2.62
befb9809-35d2-485d-9cfa-ab11610635a9,( + ),( B ),Ochrobactrum anthropi,1.72,Ochrobactrum sp[3],1.7
c270925a-e839-462e-a701-355cf547cadc,( +++ ),( A ),Enterococcus faecium,2.36,Enterococcus faecium,2.34
df8b2278-55a9-46ed-bb60-a7e32219d016,( +++ ),( A ),Enterococcus faecium,2.41,Enterococcus faecium,2.37
22a096ee-6c24-4e9f-a5a0-6a56a392ccd4,( +++ ),( A ),Proteus mirabilis,2.57,Proteus mirabilis,2.38
4273af28-0888-4bff-9350-0006ded73297,( ++ ),( A ),Staphylococcus hominis,2.16,Staphylococcus hominis,2.09
682489d8-0d4d-4068-af39-60e991ca814a,( +++ ),( A ),Staphylococcus aureus,2.32,Staphylococcus aureus,2.28
70b83f9d-6cb1-40fc-81ef-3b45418dec98,( +++ ),( A ),Staphylococcus aureus,2.37,Staphylococcus aureus,2.37
7fdd1c99-b8e8-43bb-81e4-522a268bed88,( +++ ),( B ),MIX!Brevibacterium celere,2.47,Brevibacterium celere,2.43
994332d0-70d6-4777-bafa-bceab32bd0d3,( +++ ),( A ),Escherichia coli,2.47,Escherichia coli,2.42
b558571c-bfdd-44c3-9699-bf0488c8aa2e,( +++ ),( B ),MIX!Brevibacterium sanguinis,2.57,Brevibacterium celere,2.48
cf6df341-be89-4a42-ad25-6a9e79fbac99,( +++ ),( A ),Klebsiella variicola,2.4,Klebsiella variicola,2.39
e55e1096-047f-4f7f-9996-7518194db1fe,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.3
eb7b8c2d-6537-4a0c-a8e8-0220428a2811,( +++ ),( A ),Staphylococcus aureus,2.34,Staphylococcus aureus,2.33
9ca43ef9-1d44-4ca0-bf69-0f7d2e0ec4d4,( + ),( B ),Staphylococcus epidermidis,1.9,Staphylococcus epidermidis,1.86
a74fe32e-453a-45d0-b71e-e359c1ce91bb,( ++ ),( A ),Staphylococcus epidermidis,2.09,Staphylococcus epidermidis,1.97
07ffbe0e-7c49-4b17-99a5-5f2da82786b1,( +++ ),( A ),Enterococcus faecalis,2.33,Enterococcus faecalis,2.32
0e23e9b5-1f81-4b83-a4b8-d81bb56a9c09,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.09
1017f279-dc38-4e04-af4b-ddc05deb9bc9,( +++ ),( B ),Klebsiella pneumoniae,2.49,Klebsiella pneumoniae,2.44
107f2f5e-50f1-4ba1-aab3-8d1bf539fb85,( +++ ),( B ),Klebsiella pneumoniae,2.45,Klebsiella pneumoniae,2.36
11a03722-e7e6-42f4-b515-5615a6da2a69,( ++ ),( A ),Staphylococcus epidermidis,2.18,Staphylococcus epidermidis,1.89
1590149e-8479-4a05-906f-dca4182e52b1,( +++ ),( C ),MIX!Acinetobacter nosocomialis,2.57,Acinetobacter nosocomialis,2.56
2845993b-42c0-4b14-b3db-c51f4a7ae4f2,( - ),( C ),not reliable identification,1.31,not reliable identification,1.26
31d79628-378c-4b45-bd44-3ee93d33597b,( +++ ),( B ),Klebsiella pneumoniae,2.43,Klebsiella pneumoniae,2.32
37d40ad9-1cd1-40d2-92d0-bf5dd61cc80a,( +++ ),( A ),Corynebacterium glucuronolyticum,2.51,Corynebacterium glucuronolyticum,2.49
48a215af-6212-4c74-905f-148a4ee54727,( ++ ),( A ),Staphylococcus epidermidis,2.22,Staphylococcus epidermidis,1.87
501da8ab-13d7-468d-86ea-bd258a2c94ba,( +++ ),( A ),Escherichia coli,2.41,Escherichia coli,2.38
55ee46fa-9b3f-4134-96be-ebddfdc2bab7,( ++ ),( A ),Staphylococcus epidermidis,2.17,Staphylococcus epidermidis,2.14
5b6a7d28-ee77-49cd-859d-c968d41fb4a8,( +++ ),( A ),Enterococcus faecium,2.49,Enterococcus faecium,2.36
6157a8ee-1031-4bdc-b7fe-f8132c6cc52a,( - ),( C ),not reliable identification,1.45,not reliable identification,1.33
61c51ab3-2925-4c6c-ab3f-21b16e9cd150,( ++ ),( A ),Staphylococcus aureus,2.26,Staphylococcus aureus,2.25
6ba52c08-a692-4c7f-80eb-a8290a9183e2,( +++ ),( A ),MIX!Acinetobacter pittii,2.4,Acinetobacter pittii,2.37
6d5768d7-1e70-433e-bcf8-8b9d830106dd,( +++ ),( A ),Staphylococcus aureus,2.37,Staphylococcus aureus,2.32
704663fd-9cf2-42aa-b549-06deb535afe9,( - ),( C ),not reliable identification,1.31,not reliable identification,1.29
711c4303-9c7f-459f-8644-8d9d90add096,( ++ ),( A ),Candida glabrata,2.14,Candida glabrata,1.93
7bc41b94-bd48-4889-9f82-8e9ba18c4685,( ++ ),( A ),Staphylococcus epidermidis,2.05,Staphylococcus epidermidis,1.94
7dab8e22-9253-49cd-bb5c-ca3f25a796d2,( +++ ),( A ),Pseudomonas aeruginosa,2.35,Pseudomonas aeruginosa,2.14
87271aa7-1050-45b4-8718-e41b0f67e625,( +++ ),( A ),Staphylococcus aureus,2.36,Staphylococcus aureus,2.35
8aa53cc9-8439-44d5-abd3-1cfcfcfa8bcc,( +++ ),( A ),Staphylococcus aureus,2.31,Staphylococcus aureus,2.21
8e3a64aa-2e48-416b-8d01-ad7164d3536f,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.15
941fc4f1-e915-43f7-adee-aef9f2bd6f4d,( - ),( C ),not reliable identification,1.17,not reliable identification,1.16
9ae1f06c-aeb1-4401-ba10-90c75c41a4b2,( ++ ),( C ),Enterobacter asburiae,2.23,Enterobacter cloacae,2.14
9f5576c9-d741-4b4d-98da-eb9f7466596a,( +++ ),( A ),Staphylococcus aureus,2.42,Staphylococcus aureus,2.42
a71560b3-1b8b-4b50-b346-20dd0ce0e279,( +++ ),( A ),Staphylococcus aureus,2.33,Staphylococcus aureus,2.28
ae74dcb9-d920-4456-92a3-284077ac471c,( +++ ),( B ),Klebsiella pneumoniae,2.34,Klebsiella pneumoniae,2.3
b58a070d-45a9-44f4-88f0-e78f934cd1f5,( ++ ),( C ),Enterobacter asburiae,2.23,Enterobacter asburiae,2.23
cfb97e63-e54c-4b78-b19b-6189400b970d,( +++ ),( B ),MIX!Actinomyces radingae,2.67,Actinomyces radingae,2.62
ecee4889-a0cd-4486-9be7-434c1c1ed2a2,( +++ ),( A ),Actinotignum schaalii,2.3,Actinotignum schaalii,2.15
f614c374-c922-446a-9189-9111d883f06f,( + ),( B ),Streptococcus oralis,1.76,Streptococcus mitis,1.74
7894426e-5697-4d85-82d4-55318ae94a8b,( +++ ),( A ),Klebsiella pneumoniae,2.31,Klebsiella pneumoniae,2.21
e6181d6c-9540-4a4f-aefb-a61cc75f20a6,( - ),( C ),not reliable identification,1.61,not reliable identification,1.53
12c7a831-f1f2-43ba-9634-a6bb18aa00b1,( ++ ),( A ),Micrococcus luteus,2.2,Micrococcus luteus,2.19
42e7a8e9-8352-4467-890b-2f40030e3cc2,( ++ ),( A ),Micrococcus luteus,2.25,Micrococcus luteus,2.17
540438c4-7225-4a01-998e-07e0e4e340c8,( ++ ),( A ),Staphylococcus epidermidis,2.12,Staphylococcus epidermidis,2.06
5b093a8b-17b4-4862-8a03-ea2fb33dcc9a,( +++ ),( A ),Bacillus flexus,2.37,Bacillus flexus,2.24
7b19fb8c-ca13-466f-a9d3-84b91abe5025,( +++ ),( A ),MIX!Staphylococcus epidermidis,2.37,Staphylococcus epidermidis,2
7d54d4d4-b8e6-4d24-99cf-91afc10b923f,( + ),( B ),Staphylococcus epidermidis,1.93,Staphylococcus epidermidis,1.9
7dec31ab-daf2-4a54-9e60-2f862f138beb,( ++ ),( A ),Micrococcus luteus,2.09,Micrococcus luteus,2.06
824e6814-a29a-4620-a6ca-ebe6bccc2b5e,( ++ ),( A ),Micrococcus luteus,2.21,Micrococcus luteus,2.18
877e712e-7ea5-488e-ba56-bfd2bda69302,( - ),( C ),not reliable identification,1.4,not reliable identification,1.28
8a522252-86ef-4b44-9f63-76032970475d,( +++ ),( A ),Micrococcus luteus,2.43,Micrococcus luteus,2.36
8c41ad8c-a574-4102-b91a-9de1217a8dd6,( +++ ),( A ),Staphylococcus hominis,2.33,Staphylococcus hominis,2.32
9acf03b3-8ca3-4a3e-89f4-5f1fa2904c95,( +++ ),( A ),Micrococcus luteus,2.38,Micrococcus luteus,2.27
b5d14d37-b184-4adf-b5a6-8c3d586417c0,( + ),( B ),Paenibacillus timonensis,1.72,not reliable identification,1.68
beee1091-49c5-45ab-aea5-9320d0e4b439,( + ),( B ),Micrococcus luteus,1.97,Micrococcus luteus,1.93
c93e854e-4f60-45a5-8eb3-330428bcb275,( ++ ),( A ),Staphylococcus epidermidis,2.21,Staphylococcus epidermidis,2.11
c9aef2d3-4aea-4423-965f-5620e0279e08,( - ),( C ),not reliable identification,1.42,not reliable identification,1.35
cb6d2a28-4670-4c86-9755-31f9c53407ac,( + ),( B ),Paenibacillus timonensis,1.74,not reliable identification,1.49
cc32309c-c303-434b-ae27-53ce36e908fe,( ++ ),( A ),Enterococcus faecalis,2.22,Enterococcus faecalis,2.22
cd4501be-1b4a-47fd-a1bd-9ed320919da6,( ++ ),( A ),Enterococcus faecalis,2.19,Enterococcus faecalis,2.12
d9b7655a-a36c-45cc-8f00-6c23fc8a30e8,( ++ ),( A ),Staphylococcus capitis,2.25,Staphylococcus capitis,2.16
e4665604-b19d-42ab-b5cf-8f3503e011f1,( ++ ),( A ),Micrococcus luteus,2.26,Micrococcus luteus,2.12
04dd8d2a-b96f-4165-a3ec-8855e6a6a6b3,( +++ ),( A ),MIX!Fusobacterium periodonticum,2.3,Fusobacterium periodonticum,2.27
11477f61-a950-4fd4-a990-d059838f0d04,( - ),( C ),not reliable identification,1.46,not reliable identification,1.45
15d1fec8-62ac-4696-94e0-5b4da6b1ff19,( ++ ),( A ),Bacteroides vulgatus,2.27,Bacteroides vulgatus,2.22
17627b40-8987-4041-80b0-2e2d12850caf,( - ),( C ),no peaks found,<0, no peaks found,<0
19f41f0b-ee47-4b78-9683-61e47eb3b890,( ++ ),( A ),Peptostreptococcus anaerobius,2.23,Peptostreptococcus anaerobius,2.21
1bb510dc-9f80-406a-a89b-6a330f4e4ded,( + ),( B ),Peptoniphilus asaccharolyticus,1.88,Peptoniphilus indolicus,1.77
1d2733df-3025-4e80-98e3-f75b7b8e737e,( +++ ),( A ),Staphylococcus saccharolyticus,2.51,Staphylococcus saccharolyticus,2.46
2047b351-ae09-47ff-ab26-c08e7d1cafe3,( - ),( C ),no peaks found,<0, no peaks found,<0
2080cf9b-1a10-4d67-9ee0-eb2452593964,( +++ ),( A ),Staphylococcus hominis,2.3,Staphylococcus hominis,2.18
2d31dfb9-6138-448d-b443-c7d0072c0784,( + ),( B ),Corynebacterium tuberculostearicum,1.99,Corynebacterium tuberculostearicum,1.92
2f09cbe1-547b-4a3a-8f96-358ff1ac6800,( ++ ),( A ),Actinomyces hominis,2.19,not reliable identification,1.54
36ff51ae-6c86-46f8-b8cf-92f00694fdfd,( ++ ),( A ),Propionibacterium acnes,2.09,Propionibacterium acnes,2.02
3814beb2-8b44-4cc2-b73a-f42c85072dde,( + ),( B ),Rothia mucilaginosa,1.93,Rothia mucilaginosa,1.88
3bf989b4-c762-4d90-aedf-4f8708ce7936,( + ),( B ),Eggerthella lenta,1.89,Eggerthella lenta,1.88
3c3051dc-fc46-4ffc-ad7d-2194b1d5e73b,( ++ ),( A ),Staphylococcus hominis,2.28,Staphylococcus hominis,2.25
3e0d9326-519a-4ff9-a7cc-d111596f3fc0,( ++ ),( A ),Prevotella intermedia,2.12,Prevotella intermedia,2.1
40401347-4c15-4bda-b05b-5836759462ca,( +++ ),( A ),Propionibacterium acnes,2.41,Propionibacterium acnes,2.34
4a2961b7-54e9-4218-95e4-64acc7f00db9,( +++ ),( A ),Parvimonas micra,2.38,Parvimonas micra,2.34
4aa682e8-fd09-480a-b2a6-90f2b674d7f0,( - ),( C ),not reliable identification,1.47,not reliable identification,1.38
4c278593-86ca-4568-a041-1c0650e9cddb,( +++ ),( A ),Enterococcus faecalis,2.5,Enterococcus faecalis,2.4
51d9a9e3-7834-4d0f-bf6d-aa52820c979d,( +++ ),( A ),Veillonella parvula,2.5,Veillonella parvula,2.43
5c6fb63c-83c1-421c-b1af-31eaf0c19fe1,( +++ ),( A ),Bacteroides fragilis,2.42,Bacteroides fragilis,2.39
5f726e1f-a25f-4b6c-b6ec-afccab4eef81,( ++ ),( A ),Rothia mucilaginosa,2.01,Rothia mucilaginosa,1.91
66162588-a03f-46c7-8097-295962d43d14,( ++ ),( A ),Corynebacterium tuberculostearicum,2.16,Corynebacterium tuberculostearicum,2.12
6988da02-7e8a-450e-85b4-3507c6390063,( +++ ),( A ),Prevotella timonensis,2.4,Prevotella timonensis,2.32
7340d423-9da2-4ee6-954a-61a218876342,( ++ ),( A ),Propionibacterium acnes,2.16,Propionibacterium acnes,2.13
734fc37b-c032-4ae4-9461-e5ddbff08bf1,( - ),( C ),not reliable identification,1.52,not reliable identification,1.39
7813253c-2359-48b5-b29d-f5fe1f9e9646,( + ),( B ),Fusobacterium periodonticum,1.85,Fusobacterium nucleatum,1.71
803c6630-2f76-4bde-affa-4a54dc7f3a0c,( +++ ),( A ),Veillonella parvula,2.48,Veillonella parvula,2.39
89f9ceed-9393-4c8c-96fc-1994a9bca9af,( +++ ),( A ),Bacteroides thetaiotaomicron,2.37,Bacteroides thetaiotaomicron,2.3
8db7a5b3-99fd-42c8-8423-24131298fa76,( +++ ),( A ),Prevotella histicola,2.51,Prevotella histicola,2.51
91ea7c11-c24a-4e84-9885-00af1acfa38f,( +++ ),( A ),Prevotella timonensis,2.48,Prevotella timonensis,2.44
91fcaef6-9bfa-4a36-a5a8-0b276aad7742,( +++ ),( A ),Propionibacterium acnes,2.36,Propionibacterium acnes,2.25
964c3259-e923-4b8a-8355-61077a32a485,( ++ ),( A ),Peptostreptococcus anaerobius,2.26,Peptostreptococcus anaerobius,2.26
97988f94-7e05-4d5e-9b0b-87e29aab34e4,( + ),( B ),Propionibacterium acnes,1.73,Propionibacterium acnes,1.71
9a8d72e6-4459-4a08-a938-96fb314e93ab,( - ),( C ),not reliable identification,1.37,not reliable identification,1.36
a2cb4fec-d83f-43c6-88d9-0270a548c202,( + ),( B ),Propionibacterium sp,1.87,Propionibacterium sp,1.81
ae166fbf-a917-4d77-b1ff-1f2ba769c163,( ++ ),( A ),Propionibacterium acnes,2.15,Propionibacterium acnes,2.01
ae2d5d12-96d8-47cc-bcad-7a7dc7665122,( +++ ),( A ),Streptococcus intermedius,2.44,Streptococcus intermedius,2.41
b0fabed4-c99b-4c90-a43a-164a319d834e,( +++ ),( A ),MIX!Actinomyces hominis,2.62,Actinomyces hominis,2.52
b13a93c8-2477-4df4-b03e-d7d603a5918e,( + ),( B ),Prevotella intermedia,1.89,Prevotella intermedia,1.8
b26798e2-22ee-45f2-8716-49c24d843a3a,( ++ ),( A ),Propionibacterium acnes,2.2,Propionibacterium acnes,2.08
c3b93d11-ce17-4105-bacd-133fba711751,( +++ ),( A ),Parvimonas micra,2.43,Parvimonas micra,2.4
c8907781-f591-4f4c-b283-3ba68439acb8,( +++ ),( B ),Bacteroides thetaiotaomicron,2.41,Bacteroides thetaiotaomicron,2.4
c984653a-891e-4e09-a23d-e0624b1acfaa,( ++ ),( A ),Actinomyces hominis,2.11,not reliable identification,1.47
cac07d17-3887-40f3-b92c-d6876707ed3e,( +++ ),( A ),Propionibacterium acnes,2.3,Propionibacterium acnes,2.27
da59df8e-1b90-4548-88db-fc8ac782ed0a,( +++ ),( A ),Prevotella histicola,2.52,Prevotella histicola,2.51
e13b3339-6eb1-46a6-af1d-85be2034e268,( +++ ),( A ),Staphylococcus capitis,2.32,Staphylococcus capitis,2.32
e21a1624-a37f-4c7f-911f-8dc5817432d3,( +++ ),( A ),Propionibacterium acnes,2.39,Propionibacterium acnes,2.31
e6924795-50c4-4ad8-9ab2-1b0b18b5ed47,( + ),( B ),Peptoniphilus asaccharolyticus,1.89,Peptoniphilus indolicus,1.76
eea8f7ce-48b1-40c3-b3f4-3601252c737f,( +++ ),( A ),Parvimonas micra,2.32,Parvimonas micra,2.22
ef348476-f833-424b-810e-a1ea674e6c7d,( ++ ),( A ),Propionibacterium acnes,2.14,Propionibacterium acnes,2.14
fc34ba49-8499-4922-8527-7ddc98015b4b,( +++ ),( A ),Bacteroides fragilis,2.41,Bacteroides fragilis,2.4
2017-11-16T11-38-02,( +++ ),( A ),Escherichia coli,2.32,Escherichia coli,2.31
2017-11-16T11-38-02,( ++ ),( A ),Escherichia coli,2.29,Escherichia coli,2.28
2017-11-16T11-38-02,( +++ ),( A ),Escherichia coli,2.35,Escherichia coli,2.25
2017-11-16T11-38-02,( ++ ),( A ),Escherichia coli,2.28,Escherichia coli,2.28
2017-11-16T11-38-02,( ++ ),( A ),Escherichia coli,2.28,Escherichia coli,2.23
2017-11-16T11-38-02,( +++ ),( A ),Escherichia coli,2.34,Escherichia coli,2.26
2017-11-16T11-38-02,( +++ ),( A ),Escherichia coli,2.3,Escherichia coli,2.28
2017-11-16T11-38-02,( +++ ),( A ),Escherichia coli,2.32,Escherichia coli,2.28
2017-11-16T11-38-02,( +++ ),( A ),Escherichia coli,2.33,Escherichia coli,2.33
5c3fd342-98f0-40b7-94df-c80bc1c9ad06,( + ),( B ),Bacillus thuringiensis,1.95,Bacillus weihenstephanensis,1.89
7ee86535-6c09-488d-bcd0-630ec795b5a8,( + ),( B ),Bacillus cereus,1.91,Bacillus thuringiensis,1.87
a2936164-2d98-4799-9aa7-a079c7582035,( - ),( C ),not reliable identification,0.99,not reliable identification,0.95
b829e866-761e-434a-a7cc-866ef22312d4,( - ),( C ),not reliable identification,1.07,not reliable identification,1.04
02660b72-17cf-4321-bdfe-4dc54d34d2b2,( ++ ),( B ),Candida albicans,2.28,Candida albicans,2.13
02977336-755d-456a-84e4-4e68f82edf7d,( ++ ),( A ),Escherichia coli,2.28,Escherichia coli,2.26
0fce55aa-2374-4367-94e4-1245dcf4dae5,( +++ ),( A ),Pseudomonas aeruginosa,2.35,Pseudomonas aeruginosa,2.33
15e323da-a2fa-40e3-814b-5857679f49f7,( +++ ),( A ),Haemophilus influenzae,2.44,Haemophilus influenzae,2.44
1c623031-5a7b-43ab-a8b9-730b96fbf1c0,( ++ ),( A ),Candida albicans,2,Candida albicans_(africana),1.94
24a1fc3d-fed2-4f68-8785-8855d546fc33,( +++ ),( A ),Moraxella_sg_Branhamella catarrhalis,2.42,Moraxella_sg_Branhamella catarrhalis,2.36
3264084c-3397-45be-b6aa-1d4a1c627280,( +++ ),( A ),Pseudomonas aeruginosa,2.37,Pseudomonas aeruginosa,2.25
34839721-93a6-45d1-86e4-69876ded1648,( ++ ),( A ),Streptococcus salivarius,2.1,Streptococcus salivarius,2.08
377bbff2-2097-455c-ac4c-859957c3e597,( +++ ),( A ),Stenotrophomonas maltophilia,2.35,Stenotrophomonas maltophilia,2.16
3eb0cf51-f14b-4953-ac01-07edc911995f,( ++ ),( A ),Candida lusitaniae,2.27,Candida lusitaniae,2.23
4944ae41-d694-426e-92d0-b036cb437297,( +++ ),( A ),Corynebacterium tuberculostearicum,2.4,Corynebacterium tuberculostearicum,2.01
55a825f2-7c2e-44b7-9cfb-c4380125b159,( +++ ),( A ),Haemophilus haemolyticus,2.32,Haemophilus haemolyticus,2.26
5a548885-b7e3-42a2-aafb-8784759c6dff,( ++ ),( A ),Pseudomonas aeruginosa,2.29,Pseudomonas aeruginosa,2.27
5b271c49-4689-4bfb-b834-193e252a3373,( ++ ),( A ),Escherichia coli,2.23,Escherichia coli,2.19
66bf45fa-e590-4633-aa98-58c1fc0518eb,( ++ ),( B ),Klebsiella variicola,2.12,Klebsiella variicola,2.11
8048e02a-da09-4f90-8105-a3ec1b023c75,( +++ ),( A ),Pseudomonas aeruginosa,2.34,Pseudomonas aeruginosa,2.26
833e9085-983e-4950-8ec8-3f742fbb472f,( +++ ),( A ),Moraxella_sg_Branhamella catarrhalis,2.31,Moraxella_sg_Branhamella catarrhalis,2.26
8518a8fa-8a57-4c71-8cba-58d439384d13,( ++ ),( A ),Streptococcus anginosus,2.12,Streptococcus anginosus,2.11
8cec7349-059d-4707-94d8-9199c9956d1c,( ++ ),( A ),Pseudomonas aeruginosa,2.1,Pseudomonas aeruginosa,1.98
9238f279-c261-4940-b57b-5610ab3ce27f,( ++ ),( A ),Candida lusitaniae,2.28,Candida lusitaniae,2.25
927a08fb-d749-4b48-9839-8b4a68b3e304,( +++ ),( A ),Escherichia coli,2.31,Escherichia coli,2.3
ab162c01-f0c6-46ee-a2dd-218716877cf7,( +++ ),( A ),Staphylococcus aureus,2.43,Staphylococcus aureus,2.41
af203ff2-025e-495a-899a-77103a280138,( - ),( C ),not reliable identification,1.44,not reliable identification,1.17
b1bb8baf-12f4-4eba-97a0-2812541f7f73,( - ),( C ),no peaks found,<0, no peaks found,<0
c1ce645b-dffa-48d3-8c07-b6442cb30737,( +++ ),( A ),MIX!Staphylococcus aureus,2.66,Staphylococcus aureus,2.61
c219ab91-fee7-4413-a607-1f2b1339abfc,( +++ ),( A ),Staphylococcus aureus,2.39,Staphylococcus aureus,2.37
c274bcab-6baa-4034-8e11-8241dbbcd8e3,( + ),( B ),Candida albicans,1.97,Candida albicans,1.83
dfbc8e0a-1a8b-4ec0-afd5-a70ac75c7b8f,( ++ ),( A ),Pseudomonas aeruginosa,2.04,Pseudomonas aeruginosa,2.04
e52ba5ff-09b7-432b-b6fa-691017dc3651,( - ),( C ),not reliable identification,1.51,not reliable identification,1.5
e9e1c93a-2015-42ed-b39b-654b6db2b6ca,( +++ ),( A ),Pseudomonas aeruginosa,2.43,Pseudomonas aeruginosa,2.39
6a2a9398-8bb4-4ae7-aa26-34eac86683f1,( + ),( B ),Staphylococcus cohnii,1.82,not reliable identification,1.59
92e7eef2-6990-4a7b-a5bd-feb1dffc183f,( + ),( B ),Gardnerella sp,1.88,Gardnerella vaginalis,1.76
56478cb5-a54b-4c57-9360-d395bce1e6ce,( - ),( C ),no peaks found,<0, no peaks found,<0
ef7c0451-0382-4dcc-8633-cf3a8092e9d2,( - ),( C ),no peaks found,<0, no peaks found,<0
28e7f354-3ddc-4001-95ab-380c7c1a2a37,( + ),( B ),Corynebacterium amycolatum,1.95,Corynebacterium amycolatum,1.93
456b9706-5ade-415f-825a-2224d317218b,( ++ ),( A ),Achromobacter xylosoxidans,2.01,Achromobacter xylosoxidans,2
