3cfdbdc6-cc33-4190-b283-a33892ac5a34;( +++ );( A );Alloscardovia omnicolens;2.44;Alloscardovia omnicolens;2.43;
74ac0b9d-7190-4cae-820b-2a74b1ec2911;( +++ );( A );Pseudomonas aeruginosa;2.39;Pseudomonas aeruginosa;2.29;
b1e81a56-db47-4b2c-90c2-b69cd24d3d48;( ++ );( A );Staphylococcus aureus;2.29;Staphylococcus aureus;2.29;
b729373e-27de-4371-9290-3965c3310ba6;( +++ );( A );MIX!Haemophilus influenzae;2.69;Haemophilus influenzae;2.64;
be1e0227-666c-48a3-ab14-f061a1c9cdf0;( ++ );( B );Serratia marcescens;2.28;Serratia marcescens;2.24;
c72e7f23-fa3c-495f-a15c-f9b1380c3240;( +++ );( A );Enterobacter cloacae;2.35;Enterobacter cloacae;2.21;
e116c894-4d50-48ad-a718-8b726a997edb;( ++ );( B );Serratia marcescens;2.16;Serratia marcescens;2.06;
f07cbc5a-4d1f-483c-b607-8f8b74387eae;( ++ );( A );Streptococcus constellatus;2.23;Streptococcus constellatus;2.16;
a9612e0d-5134-4be8-8350-270cfd1f1453;( ++ );( B );Serratia marcescens;2.21;Serratia marcescens;2.17;
eca64b5d-5125-48f0-8792-e2899a255f50;( +++ );( A );Hafnia alvei;2.34;Hafnia alvei;2.3;
302a0ee9-d1aa-4392-a469-0f53aa187d92;( ++ );( A );Bacteroides fragilis;2.2;Bacteroides fragilis;1.96;
3b591655-68fa-4b50-877a-c83141575f36;( +++ );( A );Propionibacterium acnes;2.32;Propionibacterium acnes;2.29;
3e7a0550-0cf7-4068-9244-ea37e4a2c09b;( ++ );( A );Finegoldia magna;2.19;Finegoldia magna;2.05;
44fa6d93-b89b-426b-b3ca-ca378d054147;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;2.05;
5033a3dd-a5a6-4dd1-87fb-406e280fe11a;( ++ );( A );Finegoldia magna;2.17;Finegoldia magna;2.14;
846b6d1f-42a0-4f41-90dc-37325f5220c9;( + );( B );Propionibacterium sp;1.86;Propionibacterium sp;1.82;
931841e6-163d-4172-9b58-066dc73df6ea;( + );( B );Bacteroides fragilis;1.88;Bacteroides fragilis;1.84;
a759af0f-5fae-49be-97e0-6cb6346fa787;( +++ );( A );MIX!Veillonella atypica;2.53;Veillonella atypica;2.34;
b5606eac-b6f6-4314-8900-50f94001ee1c;( ++ );( A );Staphylococcus haemolyticus;2.08;Staphylococcus haemolyticus;2.07;
b662d65a-7e66-46c0-aaad-e669ff8edb25;( +++ );( A );Propionibacterium acnes;2.37;Propionibacterium acnes;2.26;
ffca48f2-8811-4b9b-b656-b195be4ab7fa;( +++ );( A );Propionibacterium acnes;2.46;Propionibacterium acnes;2.31;
11d4aac3-98ad-4511-91f6-7d5c53193fc0;( +++ );( A );MIX!Haemophilus influenzae;2.6;Haemophilus influenzae;2.58;
88147a0f-5c4f-4d51-8a8f-940f72781223;( ++ );( A );Haemophilus influenzae;2.16;Haemophilus influenzae;2.03;
aab07cad-8550-4145-a984-f824fefe8a06;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;1.93;
d23ca98b-fd06-4796-bdf3-b7eef4cd38cc;( + );( B );Staphylococcus epidermidis;1.98;Staphylococcus epidermidis;1.92;
03d5d04c-6c9f-481a-94b1-330b65753b63;( - );( C );not reliable identification;1.34;not reliable identification;1.32;
268325c9-81f1-492c-8993-16d7f03f9a55;( + );( B );Pseudomonas putida;1.94;Pseudomonas monteilii;1.91;
0433723f-292c-4bef-a302-83ee5cb36a5f;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.38;
1a222b85-cede-4940-a5b0-82889e08da02;( - );( C );not reliable identification;1.46;not reliable identification;1.37;
2078e0b5-9380-458a-b352-505ec73d3e74;( +++ );( A );MIX!Prevotella veroralis;2.43;Prevotella veroralis;2.23;
29b88940-f3f7-4e96-8117-cb5f7d7e7c2b;( + );( B );Staphylococcus epidermidis;1.97;Staphylococcus epidermidis;1.85;
3a587afc-239d-4e3d-9ca8-9d187079ce84;( +++ );( A );MIX!Prevotella veroralis;2.55;Prevotella veroralis;2.54;
85c94714-85ed-4bc9-b0b1-9c807d374fa9;( + );( B );Prevotella veroralis;1.85;not reliable identification;1.5;
864bb76c-8231-4780-947b-fad90ca4dcf6;( ++ );( A );Clostridium difficile;2.27;Clostridium difficile;2.16;
95da57c7-f915-4834-a4ff-9b80f57dd0b0;( +++ );( A );MIX!Prevotella veroralis;2.5;Prevotella veroralis;2.22;
9b89d572-772b-4efa-a3d6-7e85e76c4200;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.42;
f8aee2bb-673c-47b8-bcd6-f063f903ec26;( - );( C );not reliable identification;1.3;not reliable identification;1.26;
13900001-0783-4ed0-bd52-66f6d12027c1;( ++ );( A );Candida glabrata;2.22;Candida glabrata;2.14;
35ccfa16-34d1-47c0-ae48-cae23ceae369;( +++ );( A );Pseudomonas aeruginosa;2.36;Pseudomonas aeruginosa;2.25;
3ca8ec69-312e-4b75-9994-11f8d9577f7f;( +++ );( B );MIX!Enterobacter cloacae;2.37;Enterobacter cloacae;2.35;
3f03089d-6576-43c4-90d6-0f16805c9f4b;( ++ );( A );Streptococcus anginosus;2.18;Streptococcus anginosus;2.17;
46a891fc-ed9a-4450-8185-1337cedcb69b;( +++ );( A );Gardnerella vaginalis;2.42;Gardnerella vaginalis;2.39;
4ba309dd-cbc3-4aef-b0c7-3b2e64965295;( ++ );( A );Enterobacter cloacae;2.29;Enterobacter cloacae;2.18;
4cd1140f-7b2e-466f-856f-125f8570e013;( ++ );( A );Enterobacter cloacae;2.24;Enterobacter cloacae;2.13;
6814f048-505a-4b6b-b279-10a61262cb17;( +++ );( A );Streptococcus pyogenes;2.44;Streptococcus pyogenes;2.42;
6f059c07-8e55-4930-9e17-ce51a8a255aa;( ++ );( A );Pseudomonas aeruginosa;2.28;Pseudomonas aeruginosa;2.25;
7262c802-0654-4a4e-8bfe-fc6083cee7ab;( +++ );( A );Pseudomonas aeruginosa;2.31;Pseudomonas aeruginosa;2.17;
78fb86f2-675f-44c3-9b2d-b37e6a7f6588;( +++ );( C );MIX!Lactobacillus gasseri;2.55;Gardnerella vaginalis;2.48;
7a2e753a-2da4-4d38-8c16-d3a10a25989f;( + );( B );Enterobacter cloacae;1.94;Enterobacter cloacae;1.92;
8fcdba77-634d-4f78-9954-053ed54cbb78;( ++ );( A );Streptococcus anginosus;2.23;Streptococcus anginosus;2.19;
97a8a5f5-bfc0-49f8-8180-d576b767b878;( + );( B );Candida albicans;1.86;Candida albicans;1.8;
988b1678-5365-4f17-aa07-0e6b164d55a5;( +++ );( A );Streptococcus anginosus;2.37;Streptococcus anginosus;2.35;
a39e4f4e-d5eb-42b7-8297-460a3dff7567;( ++ );( B );Enterobacter asburiae;2.19;Enterobacter cloacae;2.13;
b7f3d9df-b21e-44f2-8cc1-db7889d6163d;( - );( C );not reliable identification;1.35;not reliable identification;1.3;
bf0abb5c-09a4-442f-b2a3-75cc48afca24;( +++ );( B );Enterobacter cloacae;2.33;Enterobacter cloacae;2.2;
d591c768-7ec9-478c-8b32-8b06b9eca5c6;( +++ );( B );Enterobacter cloacae;2.33;Enterobacter cloacae;2.24;
e9cad36d-fa1c-4e05-bed1-1cfd1b1bab91;( - );( C );not reliable identification;1.43;not reliable identification;1.42;
f16d88d8-0130-4881-bf5b-ee71b859c922;( ++ );( B );Enterobacter asburiae;2.23;Enterobacter kobei;2.22;
f2718f63-0b67-4047-8f2c-e7e6c8bbd4e0;( ++ );( A );Lactobacillus jensenii;2.11;Lactobacillus jensenii;1.85;
fd378c51-3370-4baf-976d-c626bc31e28c;( - );( C );not reliable identification;1.41;not reliable identification;1.32;
82ede6f5-6bbc-45b1-8560-bd26264eda53;( ++ );( A );Candida albicans;2.11;Candida albicans;2.07;
8afaf5ee-a63c-4db4-8938-09309640203f;( +++ );( A );Haemophilus parainfluenzae;2.4;Haemophilus parainfluenzae;2.32;
9f9ad875-c131-43c2-8e17-a818e3bc32ae;( ++ );( B );MIX!Pseudomonas fluorescens;2.24;Pseudomonas fluorescens;2.07;
a55460e5-ff93-447d-8745-6bb8f154985b;( ++ );( A );Candida krusei;2.22;Candida krusei;2.2;
b29d8625-d66b-42c4-ba4c-b52455461116;( ++ );( B );Serratia marcescens;2.27;Serratia ureilytica;2.22;
e464701b-e942-4a96-8d46-1dfc6f1c64be;( ++ );( A );Pseudomonas fluorescens;2.03;Pseudomonas synxantha;1.93;
3217a37e-55d2-430a-98d7-f60448e42abc;( ++ );( A );Gardnerella vaginalis;2.11;Gardnerella vaginalis;2.09;
4d3cbb30-ac5c-43a2-a44e-eb8618832600;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.36;
66358b06-4286-4420-a469-83eee6772723;( ++ );( B );Streptococcus oralis;2.09;Streptococcus oralis;2.08;
6e1599c6-67da-48b6-89d3-a2d825eb1c23;( +++ );( B );Actinotignum sanguinis;2.32;Actinotignum schaalii;2.11;
7ce09353-0831-42ef-91ee-400cbc84dc64;( +++ );( A );Staphylococcus hominis;2.32;Staphylococcus hominis;2.27;
970a1c3c-5c7e-4321-ba89-fea49a8b8a18;( ++ );( A );MIX!Gardnerella vaginalis;2.26;Gardnerella vaginalis;1.85;
a0544105-3069-4a15-bb7b-06aaa52be265;( ++ );( A );Gardnerella vaginalis;2.11;Gardnerella vaginalis;2.1;
b9a8a8f7-c57f-4b2c-8b35-139c2f61ceda;( +++ );( A );MIX!Gardnerella vaginalis;2.31;Gardnerella vaginalis;1.92;
c55c83e4-9635-4dde-b76a-d180ff5d5d25;( ++ );( A );Gardnerella vaginalis;2.14;Gardnerella vaginalis;2.11;
c5f8f030-6cde-412f-b11b-c3af9b40bcfa;( + );( B );Gardnerella vaginalis;1.99;Gardnerella vaginalis;1.99;
c707ab0f-f6ce-475d-9512-7f2e188f8dc1;( ++ );( A );Bifidobacterium breve;2.24;Bifidobacterium breve;2.1;
139056f7-17e0-4ce1-896d-bdce8bec1e79;( +++ );( A );Morganella morganii;2.32;Morganella morganii;2.2;
a0cc1a4e-821f-4013-b38e-2d4922c87b11;( +++ );( A );Haemophilus influenzae;2.41;Haemophilus influenzae;2.38;
24ea2073-2905-44d9-8331-f69a12fd41c0;( + );( B );Corynebacterium tuscaniense;1.96;not reliable identification;1.2;
3bb52758-b5a5-4bc2-b00d-bcc1f2fd43db;( +++ );( C );MIX!Enterobacter cloacae;2.54;Enterobacter cloacae;2.53;
3e1477d6-df6c-4dad-b885-c534b2bccffe;( ++ );( A );Stenotrophomonas maltophilia;2.22;Stenotrophomonas maltophilia;2.09;
413b1338-2822-459c-b1da-c0add4bc4c8e;( +++ );( A );Staphylococcus aureus;2.34;Staphylococcus aureus;2.29;
5a923b81-c0db-42fc-86f1-57c92ae85742;( ++ );( A );Pseudomonas aeruginosa;2.26;Pseudomonas aeruginosa;2.23;
816b340d-a83a-467d-a194-42609f2dfb23;( ++ );( A );Acinetobacter ursingii;2.21;Acinetobacter ursingii;2.19;
8b587484-7589-4f75-8cfd-bc9d5245a741;( ++ );( A );Stenotrophomonas maltophilia;2.09;Stenotrophomonas maltophilia;2.08;
9af6f54e-a721-4285-8eb2-6d4a8aa9d164;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.34;
a832129a-d31a-4522-8e61-2809e8b60d54;( +++ );( A );Pseudomonas aeruginosa;2.32;Pseudomonas aeruginosa;2.22;
b00a78a2-692b-4a67-8fca-361c13b91ce9;( ++ );( A );Stenotrophomonas maltophilia;2.25;Stenotrophomonas maltophilia;2.12;
fc87c577-c17d-4164-a3be-c7141a0b6c46;( - );( C );no peaks found;< 0;no peaks found;< 0;
05efcbe8-76a7-4e94-b3fa-700c679b2e28;( +++ );( A );Parvimonas micra;2.39;Parvimonas micra;2.37;
05f30d12-f4b5-44f3-b8a8-0dbeb155c733;( +++ );( A );Finegoldia magna;2.31;Finegoldia magna;2.11;
245f61a9-08fa-4fbf-bea4-0c15ac1852f4;( - );( C );not reliable identification;1.45;not reliable identification;1.38;
2b73dda5-26ec-4d03-a8b8-95a9809776aa;( +++ );( A );Clostridium difficile;2.33;Clostridium difficile;2.25;
7235fa57-99e9-4194-940e-4a204bc1ad51;( +++ );( A );Staphylococcus aureus;2.45;Staphylococcus aureus;2.4;
8aa84d6d-0c75-4f97-9e13-a8e045952754;( +++ );( A );Gardnerella vaginalis;2.3;Gardnerella vaginalis;2.27;
924d53f5-de32-450b-b2d9-dc5ad619e1a5;( +++ );( A );Gardnerella vaginalis;2.39;Gardnerella vaginalis;2.32;
a0458034-afa4-4f8b-bc98-51bbd8e961b1;( +++ );( A );Parvimonas micra;2.33;Parvimonas micra;2.27;
ac043615-892a-40c6-bae5-20e73d5c036f;( +++ );( A );Gardnerella vaginalis;2.36;Gardnerella vaginalis;2.34;
d4a44dad-2764-4110-92ee-ac860d20e8f8;( ++ );( A );Finegoldia magna;2.26;Finegoldia magna;2.12;
e9c4f33d-70aa-41de-9104-0faf531a15bb;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.33;
6dd8d38f-01c0-4e43-b492-7773b42014dd;( +++ );( C );Enterobacter aerogenes;2.49;Enterobacter aerogenes;2.38;
0cce1670-389b-444b-afd2-e01b1125e35d;( +++ );( A );Enterococcus faecium;2.45;Enterococcus faecium;2.4;
1cce6f5a-762c-432c-a6e9-4a918a6789a6;( +++ );( A );Morganella morganii;2.51;Morganella morganii;2.47;
406425fe-4a20-4991-b522-2121cea1fff5;( ++ );( B );Citrobacter murliniae;2.26;Citrobacter braakii;2.21;
5e59ab83-e318-4a52-b84f-c7a1525f39d8;( ++ );( A );Escherichia coli;2.05;Escherichia coli;2.02;
6e59aa8a-08ba-416f-9cab-69b0421c1e3b;( +++ );( A );Morganella morganii;2.46;Morganella morganii;2.41;
8e9ea658-ec0e-4b1c-ba77-016b36af877a;( +++ );( A );Enterococcus faecium;2.43;Enterococcus faecium;2.33;
a3f4452c-5cb1-4bb4-9c75-4f39f6581e2e;( ++ );( A );Staphylococcus haemolyticus;2.24;Staphylococcus haemolyticus;1.94;
ab0fc44c-79f3-4b02-a6bb-31323a1e8947;( +++ );( B );Salmonella spp;2.51;Salmonella newington;2.47;
bbd80436-56da-4ac6-b8a1-d042d44402e0;( +++ );( B );Salmonella mbanaka;2.37;Salmonella newington;2.37;
d5e07aa1-ef76-4f6e-83be-7e7216eda957;( ++ );( A );Providencia alcalifaciens;2.21;Providencia alcalifaciens;2.18;
fb25a122-6b4a-47db-ab70-c421bf223ab1;( ++ );( A );Enterobacter cloacae;2.29;Enterobacter cloacae;2.22;
69510987-10e6-421c-8571-74b87248c9a1;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.27;
97ceca93-5367-4f62-b617-c88471378363;( ++ );( A );Staphylococcus aureus;2.29;Staphylococcus aureus;2.27;
2301e228-50b2-4df0-95fd-c8af6cfedf6c;( +++ );( C );MIX!Lactobacillus iners;2.61;Lactobacillus iners;2.59;
4ddcaa02-301f-4fbc-94a2-f5f19d1eea35;( +++ );( A );Streptococcus agalactiae;2.36;Streptococcus agalactiae;2.35;
6f0bc50f-6858-4779-958b-505cbd289b93;( +++ );( C );MIX!Gardnerella vaginalis;2.5;Gardnerella vaginalis;2.07;
a1f5556b-8fad-4ac4-98ae-9dbcb7d2aaf8;( ++ );( A );Gardnerella vaginalis;2.17;Gardnerella vaginalis;2.15;
b5194654-0a04-4043-b74f-746545674b06;( - );( C );not reliable identification;1.49;not reliable identification;1.39;
48aeae45-367b-4753-81e6-6a5caea2543c;( +++ );( A );Haemophilus influenzae;2.47;Haemophilus influenzae;2.45;
06dae395-28ab-45ee-9f5a-18c434b02688;( +++ );( A );MIX!Pseudomonas aeruginosa;2.42;Pseudomonas aeruginosa;2.28;
5c03c2cc-a719-4299-985c-c3bdd51f1d3e;( ++ );( A );Klebsiella pneumoniae;2.23;Klebsiella pneumoniae;2.15;
e863f397-0153-44ed-a8db-9a2c975fa9c6;( +++ );( B );Klebsiella pneumoniae;2.39;Klebsiella pneumoniae;2.34;
ebb98087-5ff0-48f2-bcbc-87d708e9fb08;( +++ );( B );Klebsiella pneumoniae;2.44;Klebsiella pneumoniae;2.38;
03a332a2-5b3b-433e-b30c-2ff618bfe4dd;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.38;
5ae52726-b8ff-45e8-86c5-25c8308b7118;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.38;
68b28912-dfde-4812-b513-3575d4f81498;( +++ );( A );Pseudomonas aeruginosa;2.4;Pseudomonas aeruginosa;2.33;
71af405e-e7f7-4bc3-9bf2-f131e71173e2;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.36;
823ce003-5396-4381-a253-74fc25a47025;( ++ );( A );Staphylococcus aureus;2.25;Staphylococcus aureus;2.24;
96501faf-ca3c-40bb-bcbc-633e0dd97b63;( ++ );( A );Campylobacter coli;2.14;Campylobacter coli;2.12;
a183a458-1c4e-4ff4-90cd-c790172e69df;( +++ );( A );Pseudomonas aeruginosa;2.37;Pseudomonas aeruginosa;2.36;
b77b7b7b-584e-44e2-a9df-af61c9136d74;( ++ );( A );Streptococcus agalactiae;2.29;Streptococcus agalactiae;2.26;
bdf9c64c-4488-480e-a1ae-87c3c7139245;( +++ );( A );Escherichia coli;2.48;Escherichia coli;2.44;
d12c55e8-06f4-4935-970f-355b175de8cd;( +++ );( A );Proteus mirabilis;2.37;Proteus mirabilis;2.37;
eb7b90f0-8512-40e4-9daf-c254fc1316aa;( +++ );( A );Streptococcus agalactiae;2.39;Streptococcus agalactiae;2.33;
f232cdfa-0e22-4e95-aad3-1f45479d869c;( ++ );( A );Helicobacter pullorum;2.16;Helicobacter pullorum;2.12;
16b71585-a8e2-4f8c-840e-62060cd4a105;( ++ );( B );Enterobacter ludwigii;2.17;Enterobacter cloacae;2.17;
3d2e275b-5448-4327-8b6f-3a90b98a8821;( ++ );( A );Candida albicans;2.12;Candida albicans;2.1;
c2a63654-394e-42c1-8640-b27dc20063ab;( +++ );( B );MIX!Enterobacter ludwigii;2.37;Enterobacter ludwigii;2.35;
dfba6eee-c881-435e-ba88-a855c549a5e4;( ++ );( A );Candida albicans;2.11;Candida albicans;2.09;
6463c8f9-9c3a-4572-b48a-0e8a28050607;( +++ );( A );Escherichia coli;2.34;Escherichia coli;2.33;
90fa393b-19a7-4b9d-8cdb-6019faea13a4;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.21;
dfcd9fdb-1b6f-4017-965e-d6ed8d6158ca;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.31;
f36c269e-9565-4ece-9437-06312cb62521;( ++ );( A );Escherichia coli;2.14;Escherichia coli;2.07;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.35;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.39;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.42;
2016-07-14T15-06-08;( ++ );( A );Escherichia coli;2.2;Escherichia coli;2.18;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.39;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.5;Escherichia coli;2.4;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.49;Escherichia coli;2.41;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.37;
2016-07-14T15-06-08;( +++ );( A );Escherichia coli;2.47;Escherichia coli;2.44;
190cda62-73a7-4291-a42d-f2d6ee22d443;( - );( C );no peaks found;< 0;no peaks found;< 0;
44082889-208a-4fb0-bfd6-b18b6c1879ba;( - );( C );no peaks found;< 0;no peaks found;< 0;
4d718689-5f99-4db7-90ee-1dd9845c1390;( - );( C );no peaks found;< 0;no peaks found;< 0;
63fe7a58-55d5-45d1-92c4-9eb253efd587;( - );( C );no peaks found;< 0;no peaks found;< 0;
791d3562-07bf-461e-b109-0ab534476357;( - );( C );no peaks found;< 0;no peaks found;< 0;
87bac780-d6fb-45f3-9d71-29b081a461f8;( - );( C );no peaks found;< 0;no peaks found;< 0;
a5e9c644-eca7-4253-b4cf-9136e3d30dea;( - );( C );no peaks found;< 0;no peaks found;< 0;
cedbf9b7-1c29-4447-8c5a-3fca9aaf4258;( - );( C );no peaks found;< 0;no peaks found;< 0;
042613ad-9307-4ab1-b397-cb7f54a60926;( +++ );( A );Capnocytophaga sputigena;2.56;Capnocytophaga sputigena;2.45;
65f84fee-fab8-43a4-af16-5e34d3f5b982;( +++ );( A );MIX!Neisseria cinerea;2.51;Neisseria cinerea;2.22;
9c041cbb-431f-4a87-9afa-d217b6b80482;( ++ );( A );Rothia mucilaginosa;2.28;Rothia mucilaginosa;2.26;
a4c8dacb-ae5a-4737-94e3-cfbdc6672923;( +++ );( C );Enterobacter aerogenes;2.33;Enterobacter aerogenes;2.28;
e48e41c5-b307-40c1-91d3-165a6298d2c5;( +++ );( C );Rahnella aquatilis;2.4;Rahnella aquatilis;1.91;
f181a8e0-d0b5-4ab0-b71d-57ffa4fc2f81;( - );( C );no peaks found;< 0;no peaks found;< 0;
fa92c70f-be16-4f15-ac5d-6f7710cc2088;( ++ );( A );Escherichia coli;2.24;Escherichia coli;2.24;
075271ba-cf71-4c40-99ed-caa32c901df8;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.4;
1077eea0-fdc1-4dc4-978d-7ec00f20bbee;( +++ );( B );Klebsiella pneumoniae;2.35;Klebsiella pneumoniae;2.33;
2f920e92-683a-42b2-8be5-020e037af092;( +++ );( B );Klebsiella pneumoniae;2.47;Klebsiella pneumoniae;2.4;
31314307-301c-43bd-ae34-9b1c1a1673ff;( +++ );( A );Escherichia coli;2.5;Escherichia coli;2.38;
35a9d07d-fbff-49a3-965c-2dabbcda0d42;( +++ );( B );Proteus hauseri;2.48;Proteus hauseri;2.45;
6eeeba6b-e2f5-41b8-ac7d-e90c0a0240f6;( +++ );( B );Klebsiella pneumoniae;2.45;Klebsiella pneumoniae;2.4;
dbadcfc7-e9ba-4165-915f-76cd390c4f1f;( +++ );( C );Enterobacter aerogenes;2.43;Enterobacter aerogenes;2.39;
3405dec9-3d4c-420f-a1a4-1df378aad9fa;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.32;
fa3066e6-8fef-4999-8dde-7d3dc230ee77;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.43;
a8de8d5c-3853-4297-a1f9-c6c630af2383;( +++ );( A );MIX!Neisseria cinerea;2.55;Neisseria cinerea;2.54;
89dbe751-a14a-4cef-9661-ebc48aee880d;( - );( C );not reliable identification;1.46;not reliable identification;1.4;
a47af0c8-88a4-4920-bc10-4b4aed73bb06;( +++ );( C );MIX!Streptococcus anginosus;2.52;Streptococcus anginosus;2.51;
ac7b634c-7ca5-4ea9-a5fa-6657288dd190;( +++ );( A );MIX!Haemophilus sputorum;2.61;Haemophilus sputorum;2.6;
16d46692-8f0f-45d3-935b-26a3ecf93215;( +++ );( A );Staphylococcus aureus;2.37;Staphylococcus aureus;2.36;
1e2ce0a0-8435-417d-8b53-13ecc2886655;( - );( C );not reliable identification;1.41;not reliable identification;1.41;
29261130-3a26-4b61-a1f3-0efeb5fffb4b;( ++ );( A );Bacillus megaterium;2.13;Bacillus megaterium;2.08;
2e8e28d9-8a2d-4df2-aa20-e973f7f22ac1;( +++ );( A );Proteus mirabilis;2.35;Proteus mirabilis;2.32;
50f06c58-72d8-40bd-9f46-76ebfb43a6be;( +++ );( A );Sphingomonas paucimobilis;2.44;Sphingomonas paucimobilis;2.36;
5f38229f-2acc-400e-bc58-14b6e303b5b6;( ++ );( A );Sphingomonas trueperi;2.16;Sphingomonas trueperi;1.96;
6622018e-ddad-41a5-959e-81a12097e735;( +++ );( B );Klebsiella pneumoniae;2.38;Klebsiella pneumoniae;2.33;
796c9a95-f34b-4570-8154-91228299d2fb;( ++ );( A );Bacillus megaterium;2.12;Bacillus megaterium;2.08;
82d5b57a-e593-4005-8aac-1755f44c5501;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.36;
9030ecee-9f5f-4ec1-b3c0-2ec47c964ec0;( +++ );( A );Streptococcus agalactiae;2.36;Streptococcus agalactiae;2.33;
92869ca6-8dbb-4682-9a4a-ef5dd7b2d7ae;( +++ );( A );Enterococcus faecalis;2.41;Enterococcus faecalis;2.33;
af3a5a8c-871e-4a89-a817-8898c5628862;( ++ );( A );Staphylococcus epidermidis;2.07;Staphylococcus epidermidis;2.04;
bbd3af86-16ac-4e07-8b78-97cdd86df6b5;( +++ );( A );Candida glabrata;2.34;Candida glabrata;2.1;
c84bbd32-26a7-4264-9898-fcdc4bd9409e;( ++ );( A );Pseudomonas composti;2.11;Pseudomonas composti;2.07;
e06a6e45-d248-457e-96d5-1c9e9398b872;( ++ );( A );Streptococcus agalactiae;2.27;Streptococcus agalactiae;2.24;
e1a699f3-71c1-4267-aa1a-a4e72a53f5a9;( ++ );( B );MIX!Haemophilus haemolyticus;2.29;Haemophilus parainfluenzae;2.24;
f5ac5c6b-f922-4e74-bb7a-695dab256eae;( + );( B );Moraxella_sg_Moraxella osloensis;1.74;Moraxella_sg_Moraxella osloensis;1.7;
1515cad9-e1a0-470d-b916-43e41616c8a1;( +++ );( A );Streptococcus intermedius;2.4;Streptococcus intermedius;2.31;
1bdc31a5-99da-4653-bf06-84ddeb177363;( + );( B );Candida albicans;1.91;Candida albicans;1.74;
3a05cf9e-5f9b-4304-a147-95f89ead9639;( +++ );( A );Streptococcus anginosus;2.36;Streptococcus anginosus;2.35;
4b3b8fe0-8e0a-46fd-b492-c28f5cd976b0;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.02;
4c24180a-64d8-4de9-a71c-259553ca234d;( ++ );( A );Streptococcus oralis;2.03;Streptococcus oralis;1.99;
500b7834-85dd-4103-9aa8-5749805ccb9d;( ++ );( A );Staphylococcus epidermidis;2.13;Staphylococcus epidermidis;2.1;
5b5c7b47-aa14-426f-9a73-264bb849a736;( +++ );( A );Haemophilus parainfluenzae;2.35;Haemophilus parainfluenzae;2.35;
61962230-14c1-4470-924d-fe224eeaec44;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.14;
65c81d35-4754-4928-b29e-a9e3ecaf992d;( +++ );( A );Streptococcus anginosus;2.44;Streptococcus anginosus;2.31;
74dae022-7637-413d-af1d-e60a110d8f7c;( +++ );( A );Nocardia veterana;2.32;Nocardia veterana;2.28;
77c65a84-6634-4b1e-a943-097fc88ab3fb;( ++ );( A );Candida albicans;2.01;Candida albicans;1.98;
8944d67f-796e-4f8b-854b-c3ada47eaee6;( ++ );( A );Streptococcus mitis;2.02;Streptococcus pseudopneumoniae;1.95;
da355c89-9dfc-4a99-812c-72354f8fb3eb;( ++ );( A );Staphylococcus epidermidis;2.17;Staphylococcus epidermidis;2.1;
e599c8ad-752a-40d0-9137-4eca0e458662;( ++ );( A );MIX!Streptococcus parasanguinis;2.23;Streptococcus parasanguinis;1.95;
