12f852d2-17b9-4133-bbd3-47be6e6adf9c;( - );( C );no peaks found;<0;no peaks found;<0;
f28a73d4-49fe-4619-aae6-2899f33bd7f9;( + );( B );Staphylococcus haemolyticus;1.93;Staphylococcus haemolyticus;1.89;
172a218e-94bf-4fbb-9701-9e8bb2e7136e;( ++ );( A );Candida dubliniensis;2.11;Candida dubliniensis;1.92;
399e66c3-af43-4f84-a315-0e154276e67b;( - );( C );no peaks found;<0;no peaks found;<0;
d0798e79-6fa9-4914-8e84-d8197a43cde9;( - );( C );not reliable identification;1.28;not reliable identification;1.26;
1ab60c46-8593-4fc7-803c-30b8a7046488;( +++ );( A );Staphylococcus aureus;2.3;Staphylococcus aureus;2.16;
8baa4db5-5025-4ac9-aa89-acb240dd356c;( +++ );( A );Escherichia coli;2.31;Escherichia coli;2.23;
9d623e9f-9603-44d3-8387-e91e21239141;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.29;
b155df32-efb7-47a0-99c6-b0ab16a1a996;( +++ );( A );Staphylococcus aureus;2.32;Staphylococcus aureus;2.25;
0daf44c9-b3dd-4ec1-8826-e32c156aa53a;( ++ );( A );Lactobacillus plantarum;2.09;Lactobacillus plantarum;1.95;
302b1f27-68b2-4cf8-9186-405340e8e2ff;( +++ );( A );Campylobacter jejuni;2.37;Campylobacter jejuni;2.3;
59e39a78-da08-4500-a2e3-70134ce9a6a7;( +++ );( A );Citrobacter koseri;2.44;Citrobacter koseri;2.43;
5cf6319d-15b9-454b-9995-760e4d9cb426;( ++ );( B );Citrobacter freundii;2.25;Citrobacter freundii;2.23;
6a29d56b-03dd-44bb-bf3f-980439002b3b;( + );( B );Lactobacillus reuteri;1.88;Lactobacillus reuteri;1.84;
9fdce54b-c262-4982-9a9a-b7991490e7c3;( +++ );( A );MIX!Lactobacillus casei;2.4;Lactobacillus casei;2.36;
b09ab60e-1327-4df6-a6ec-9ca78b29e918;( ++ );( B );Citrobacter freundii;2.22;Citrobacter freundii;2.19;
b461679a-3381-4c21-8a50-e73a37b7329c;( + );( B );Pseudomonas otitidis;1.96;not reliable identification;1.53;
c8768be0-e75c-40c5-88a1-acf6eb3f0080;( ++ );( A );Pediococcus acidilactici;2.14;Pediococcus acidilactici;2.11;
d4c9e096-3423-48ff-9e0d-74a02fd78faf;( +++ );( A );Parabacteroides distasonis;2.38;Parabacteroides distasonis;2.17;
d9195833-082e-4015-973c-1cadddf9aaf3;( ++ );( B );Citrobacter freundii;2.25;Citrobacter freundii;2.23;
fafdc393-c460-464a-89c2-91907fe33618;( +++ );( A );Lactobacillus paracasei;2.3;Lactobacillus paracasei;2.29;
0da1dca7-318f-42a9-bda1-b7e1a61d241a;( +++ );( A );Enterococcus faecium;2.47;Enterococcus faecium;2.33;
121929d0-1dde-4881-8e7e-0ca8c1e25a1f;( ++ );( A );Aerococcus urinae;2.23;Aerococcus urinae;2.17;
1711c424-16d0-4912-a4ad-feaa0d7a4809;( ++ );( A );Staphylococcus epidermidis;2.16;Staphylococcus epidermidis;2.14;
2250e76a-4644-4a48-bc87-2638c774a32f;( +++ );( A );Enterococcus faecium;2.47;Enterococcus faecium;2.44;
22ee9b08-5b6a-4569-856a-26c833ab6beb;( +++ );( A );Gardnerella vaginalis;2.46;Gardnerella vaginalis;2.39;
353f707e-d0e0-4ee3-bf4d-0410d09a2114;( +++ );( A );Enterococcus faecium;2.46;Enterococcus faecium;2.44;
35b1da8f-6ba3-4ed1-9c24-6cdbedac3ce6;( ++ );( A );Propionibacterium acnes;2.29;Propionibacterium acnes;2.23;
37e1a463-c365-4503-8f4f-72b2e7710b9f;( +++ );( A );Proteus mirabilis;2.57;Proteus mirabilis;2.44;
5bb86659-6078-4c81-b87d-0c6e3494b338;( ++ );( A );Streptococcus constellatus;2.14;Streptococcus constellatus;2.03;
68d852f7-3800-4ab2-8806-343c184d5138;( +++ );( A );Escherichia coli;2.34;Escherichia coli;2.29;
6ca55632-4d17-4b8c-9cdb-67e184910d6b;( +++ );( A );Proteus mirabilis;2.59;Proteus mirabilis;2.48;
6facb752-1742-422c-ad06-8a1dd7970a9a;( - );( C );not reliable identification;1.38;not reliable identification;1.3;
70008d30-59a7-4d9c-ba0a-3e41f7b870a9;( +++ );( A );Enterococcus faecium;2.37;Enterococcus faecium;2.36;
75d6039d-4bbe-4069-adf5-a00aee5211ec;( +++ );( A );Staphylococcus aureus;2.47;Staphylococcus aureus;2.46;
7d288896-8445-457d-b29e-82e8cc05710e;( +++ );( A );Proteus mirabilis;2.53;Proteus mirabilis;2.44;
85136c8d-3db6-4686-8681-5da2d7de47e3;( ++ );( B );Enterobacter cloacae;2.22;Enterobacter kobei;2.21;
8cc9b13c-98c8-44ca-ad16-057351191552;( +++ );( A );Proteus mirabilis;2.49;Proteus mirabilis;2.46;
929cafda-4a4b-4b1a-8e24-d253daf01dca;( ++ );( A );Lactobacillus gasseri;2.25;Lactobacillus gasseri;2.24;
9cd2c96f-e9f6-43c3-a5cb-101f28eb459b;( +++ );( A );Campylobacter jejuni;2.43;Campylobacter jejuni;2.37;
a925f73c-ac38-4d38-9002-91fe1d6b5cf5;( ++ );( A );Staphylococcus epidermidis;2.04;Staphylococcus epidermidis;2.03;
a9f45755-40b3-4602-93d4-a34cc16b7c2c;( +++ );( A );Proteus mirabilis;2.58;Proteus mirabilis;2.41;
b1de8ebe-868b-41c0-897e-30f11497fada;( +++ );( A );Morganella morganii;2.35;Morganella morganii;2.27;
b64c34df-255d-4117-95a0-9d44439d231c;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.32;
bbd7f7c8-bb17-44cb-bf1e-ca7bc7569be8;( +++ );( A );Proteus mirabilis;2.44;Proteus mirabilis;2.4;
be4b7cf5-4ab3-42a5-9949-c97205263eca;( ++ );( A );Staphylococcus epidermidis;2.21;Staphylococcus epidermidis;2.06;
cafd22aa-058c-4e5e-a36c-a53ca85a5c9b;( +++ );( A );Proteus mirabilis;2.6;Proteus mirabilis;2.5;
dd10b87b-d6e9-44aa-8931-f417bfbf5f03;( +++ );( A );Enterococcus faecium;2.51;Enterococcus faecium;2.45;
fb676a25-caed-435e-8f51-9cc590b1be1e;( +++ );( A );Proteus mirabilis;2.56;Proteus mirabilis;2.49;
fbf78062-8aae-46fe-95f3-fc46b86b0a82;( +++ );( A );Proteus mirabilis;2.54;Proteus mirabilis;2.48;
43940f69-cc34-407c-bcd5-bb44f759f10d;( ++ );( B );Proteus hauseri;2.22;Proteus vulgaris;2.17;
a506f389-3f54-4a93-99b7-e4598f76f8a3;( ++ );( B );Proteus vulgaris;2.22;Proteus hauseri;2.2;
11d607f9-e62d-44d0-865a-91dbd74ac7fe;( +++ );( B );Enterobacter cloacae;2.3;Enterobacter cloacae;2.29;
47c9ab78-1677-4f44-827a-45c5657d2acb;( +++ );( A );Streptococcus anginosus;2.32;Streptococcus anginosus;2.3;
6e0525d7-0cb3-49de-b6fc-6753122a44f4;( +++ );( A );Haemophilus influenzae;2.4;Haemophilus influenzae;2.35;
82cbeac8-1db9-4606-b2da-6734ed4132f1;( +++ );( B );Streptococcus pyogenes;2.46;Streptococcus pyogenes;2.34;
996da909-640d-44ed-9ec8-25102ed4c4f2;( +++ );( B );Streptococcus pyogenes;2.48;Streptococcus pyogenes;2.4;
b0658bac-67bf-49fd-a404-7e3036a7489a;( ++ );( A );Haemophilus influenzae;2.25;Haemophilus influenzae;2.23;
b0714e43-6ac7-4739-bf63-53f13a5d664b;( +++ );( B );Enterobacter cloacae;2.43;Enterobacter cloacae;2.35;
f87fb53d-a366-4ee6-8d7a-e3d13eb05aee;( +++ );( A );Haemophilus influenzae;2.49;Haemophilus influenzae;2.41;
005d49b6-052e-438c-8b6b-f420825f5f82;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.37;
0f2656b8-689d-43fe-a900-bf5e9e2804f8;( +++ );( A );Proteus mirabilis;2.56;Proteus mirabilis;2.43;
20ce83a4-f938-4e79-9c64-f4ae7f234532;( ++ );( A );Lactobacillus reuteri;2.05;Lactobacillus reuteri;2.04;
27a8d83a-68c0-4451-a2db-e665a18c70dc;( +++ );( A );Proteus mirabilis;2.55;Proteus mirabilis;2.52;
322a90c0-26e1-4037-b88c-ee9a2d1e04aa;( ++ );( A );Streptococcus agalactiae;2.28;Streptococcus agalactiae;2.17;
58b072d4-8f1e-4271-97ab-d4949ad87e0f;( +++ );( B );Klebsiella pneumoniae;2.43;Klebsiella pneumoniae;2.38;
625742c7-72f1-4f53-aa4e-c18a2a772594;( +++ );( C );Enterobacter aerogenes;2.46;Enterobacter aerogenes;2.35;
6c3035ca-e9c7-4de0-b7d5-8fe9e35e0c2e;( ++ );( B );Streptococcus dysgalactiae;2.27;Streptococcus canis;2.26;
9a1604b3-a970-4d60-9ec1-a645a88f1e12;( +++ );( B );Klebsiella pneumoniae;2.46;Klebsiella pneumoniae;2.37;
9d39a84f-8130-4123-9ce6-46f1554c2f0a;( +++ );( A );Staphylococcus aureus;2.45;Staphylococcus aureus;2.43;
a2dc3e89-ca40-4dbc-bcaa-81ef0d7ab36c;( +++ );( B );Klebsiella pneumoniae;2.51;Klebsiella pneumoniae;2.46;
aa5536ab-49d9-4e79-82f9-c4491fe37269;( + );( B );Lactobacillus mucosae;1.96;not reliable identification;1.36;
ac135e89-5715-4ff8-8e18-207c5b163449;( +++ );( A );Lactobacillus rhamnosus;2.49;Lactobacillus rhamnosus;2.47;
d0267f03-7ef3-4a86-9689-2e583bce201f;( +++ );( A );Escherichia coli;2.48;Escherichia coli;2.41;
de8cbb21-2bb3-448d-9543-618dc70f4515;( +++ );( B );Citrobacter freundii;2.44;Citrobacter freundii;2.35;
e2f4bf02-530f-4e73-aea5-955e26a3bea5;( +++ );( A );Enterococcus faecium;2.41;Enterococcus faecium;2.4;
e848e304-90c9-41e7-9b1b-695e8415fab8;( +++ );( A );Enterococcus faecium;2.48;Enterococcus faecium;2.46;
fb98a339-266c-405a-9a82-05491ae2e3f9;( +++ );( A );Morganella morganii;2.59;Morganella morganii;2.45;
4de1c3f0-10ba-4f68-8483-ccd900978f46;( +++ );( A );Staphylococcus hominis;2.33;Staphylococcus hominis;2.31;
0ea092f0-a582-4ee1-96bf-3750c3236c02;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.34;
146df22c-a630-4365-a994-c5017b4abdb9;( +++ );( B );Klebsiella pneumoniae;2.53;Klebsiella pneumoniae;2.43;
1999eae1-2356-466a-a525-e284a0c2d77c;( +++ );( B );Klebsiella pneumoniae;2.32;Klebsiella pneumoniae;2.31;
2bc32cbd-6591-42c9-98e6-ea192844f5d0;( +++ );( B );Klebsiella pneumoniae;2.48;Klebsiella pneumoniae;2.44;
41fb3d7d-6d97-4829-bf66-62887a21fbb0;( +++ );( A );Enterococcus faecalis;2.47;Enterococcus faecalis;2.42;
4dd0f9dc-68e4-4870-a941-172409db9e4e;( +++ );( A );Enterococcus faecalis;2.48;Enterococcus faecalis;2.41;
554e568b-b4cd-41ae-a4d4-5cb8e2a32ca7;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.34;
567c348a-0136-4e4c-9d3f-71dd05425ab1;( ++ );( A );Lactococcus garvieae;2.06;Lactococcus garvieae;1.93;
63c329c2-0cbb-47c2-a3a4-fa4b9d91e07f;( +++ );( A );Escherichia coli;2.5;Escherichia coli;2.42;
7d3863ed-79e2-4b3a-9324-2cb3a8a6c962;( ++ );( A );Staphylococcus simulans;2.13;Staphylococcus simulans;2.13;
90863fc8-fb85-481c-b521-d2c88542dae3;( +++ );( A );Enterococcus faecalis;2.41;Enterococcus faecalis;2.38;
b0e15192-f07f-403e-9b4b-87d984183198;( +++ );( A );MIX!Enterococcus faecalis;2.51;Enterococcus faecalis;2.3;
c5cbf77b-da0d-4166-afec-37bb7ab56628;( +++ );( B );Enterobacter cloacae;2.35;Enterobacter cloacae;2.26;
d5d32a89-9a0a-4c9b-9f8e-a349fb1b50ce;( +++ );( A );Escherichia coli;2.34;Escherichia coli;2.34;
d603ccbc-f0a0-4a61-b4ad-8cb852441e33;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.3;
d6e4c9ee-0457-4285-85c1-06defc012163;( +++ );( A );Enterococcus faecalis;2.33;Enterococcus faecalis;2.29;
d7274685-0c13-4b32-8ad0-98f8fd92d629;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.26;
dc242fc3-260d-417a-9691-3316ddc18a50;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.37;
ec98a690-f38b-4857-8510-1d06c0244130;( - );( C );no peaks found;<0;no peaks found;<0;
093b5cc7-a170-49a2-9aa5-d098701134d2;( +++ );( A );Escherichia coli;2.47;Escherichia coli;2.41;
0bbb0a32-7fcc-49ee-ad49-bc4f5bb4deaa;( +++ );( A );Raoultella ornithinolytica;2.56;Raoultella ornithinolytica;2.55;
0ff0d74d-8133-4247-9218-6246dddd67ce;( +++ );( A );Enterococcus faecalis;2.5;Enterococcus faecalis;2.38;
14b5fbcd-8525-43f4-8b6f-5f6565def56d;( +++ );( B );Enterobacter cloacae;2.38;Enterobacter cloacae;2.33;
174e13fe-3940-44cd-9239-815015ed78f4;( +++ );( A );Pseudomonas aeruginosa;2.55;Pseudomonas aeruginosa;2.46;
1baf7541-3617-407c-9944-0a9d5441bb0b;( ++ );( A );Staphylococcus epidermidis;2.25;Staphylococcus epidermidis;2.24;
1de14413-012f-4747-96b9-d611cd15cb3d;( +++ );( A );Enterobacter cloacae;2.39;Enterobacter cloacae;2.31;
1fabb74b-e686-4fb9-8949-d17a390c15f5;( +++ );( B );Klebsiella pneumoniae;2.43;Klebsiella pneumoniae;2.43;
1fc6436c-63cd-4a6f-9ccb-2e49a8e98ed6;( +++ );( A );Enterococcus faecalis;2.42;Enterococcus faecalis;2.38;
334e123f-39d8-46e4-884a-3e530e8b8044;( +++ );( A );Streptococcus anginosus;2.31;Streptococcus anginosus;2.26;
39420815-0485-420b-8989-1b807c47e397;( +++ );( A );Aerococcus sanguinicola;2.47;Aerococcus sanguinicola;2.41;
3f9a1636-d6b5-46eb-bf32-199ba30ed9f7;( ++ );( A );Escherichia coli;2.17;Escherichia coli;2.13;
3feb0feb-c975-4dfd-bc5b-87f2e5751ea4;( ++ );( B );Candida albicans;2.2;Candida albicans;2.2;
723efd0e-e9c0-41bc-8b72-727b1666f1a6;( ++ );( A );Aerococcus viridans;2.17;Aerococcus viridans;2.09;
74c81802-621f-488a-837a-b3249bd36154;( ++ );( A );Candida albicans;2.21;Candida albicans;2.19;
79c98a00-a7c6-46eb-9fea-544fde2bec14;( +++ );( A );Staphylococcus haemolyticus;2.49;Staphylococcus haemolyticus;2.13;
7b7aaa8a-569d-468a-8774-6295a9d11f11;( +++ );( A );Corynebacterium striatum;2.37;Corynebacterium striatum;2.35;
7be3491c-0d72-400c-b6b7-21958f91b8e3;( +++ );( A );Pseudomonas aeruginosa;2.49;Pseudomonas aeruginosa;2.47;
868f536c-6415-48e5-86db-2fde4a7d4c07;( +++ );( A );Lactobacillus iners;2.34;not reliable identification;1.35;
9d58895f-d472-4970-ac23-df9b0d88b0ab;( +++ );( B );Enterobacter cloacae;2.42;Enterobacter cloacae;2.38;
ab37ae07-9f60-452c-b70f-0ee6f33df036;( +++ );( A );Proteus mirabilis;2.53;Proteus mirabilis;2.53;
b5ce1040-fc1b-4c15-8666-b34860bb5c8b;( +++ );( A );Pseudomonas aeruginosa;2.38;Pseudomonas aeruginosa;2.35;
c828f434-9a3f-4bf1-b878-060de356523c;( +++ );( A );Pseudomonas aeruginosa;2.43;Pseudomonas aeruginosa;2.39;
d12e9b49-59de-45b3-8717-bd86d8f2adc6;( +++ );( C );MIX!Actinobaculum massiliense;2.53;Gardnerella vaginalis;2.04;
dba11131-91ed-46c9-9cb0-05ef795f036a;( ++ );( C );Enterobacter cloacae;2.2;Enterobacter cloacae;2.13;
df7ef19a-e25c-4c27-8e17-bfa7d2ecd3f6;( +++ );( B );MIX!Raoultella ornithinolytica;2.59;Raoultella ornithinolytica;2.57;
e9c2842d-8858-4c40-8eee-27939f41e146;( +++ );( B );Klebsiella pneumoniae;2.48;Klebsiella pneumoniae;2.47;
f7707cb3-cac3-41ce-92f7-a116f0399e6f;( +++ );( A );Alloscardovia omnicolens;2.59;Alloscardovia omnicolens;2.58;
f8df6a99-f356-4b8c-b0a7-3a2584a3d5ac;( +++ );( A );Enterococcus faecalis;2.46;Enterococcus faecalis;2.38;
190683db-a01b-4a16-bc32-79eef206c9cf;( ++ );( A );Gardnerella vaginalis;2.26;Gardnerella vaginalis;2.1;
266fa7a7-36b6-49df-9d0e-08ee6e825659;( +++ );( A );MIX!Lactobacillus iners;2.5;Lactobacillus iners;2.3;
2a02f3d9-be03-4217-b4f7-a693501f292e;( +++ );( A );Streptococcus agalactiae;2.38;Streptococcus agalactiae;2.36;
48bcbce9-b89e-4a49-80cd-7a0fff65bcbd;( ++ );( A );Lactobacillus iners;2.19;not reliable identification;1.43;
49270e2b-a6e1-46e5-9829-7662251b18db;( +++ );( A );Gardnerella vaginalis;2.32;Gardnerella vaginalis;2.26;
51bf6c9e-3f57-414f-912a-502da083753e;( ++ );( A );Streptococcus agalactiae;2.23;Streptococcus agalactiae;2.21;
55dea52c-bef5-486f-a236-118271cbc113;( +++ );( A );Gardnerella vaginalis;2.34;Gardnerella vaginalis;2.33;
58de1c45-efef-4ebf-acd0-e93953f0fc64;( +++ );( A );Enterococcus faecalis;2.44;Enterococcus faecalis;2.4;
59601491-8caa-4abb-ac08-e354b2f7714f;( ++ );( A );Lactobacillus paracasei;2.26;Lactobacillus paracasei;2.2;
6728afae-0523-4d55-81f4-a240e8e39eaa;( ++ );( A );Lactobacillus crispatus;2.1;Lactobacillus crispatus;1.71;
70dd801a-49ca-4376-b7ce-9291eea8c94f;( ++ );( A );Lactobacillus iners;2.26;not reliable identification;1.5;
79a1ecb8-e562-45b5-975b-c571530de849;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.35;
ac96d5e9-2211-4c9f-bd22-70bccef5d43d;( + );( B );Gardnerella sp;1.74;not reliable identification;1.2;
afdde678-ea6b-4b12-95e4-b662fa87eb9f;( +++ );( A );Actinomyces neuii;2.33;Actinomyces neuii;2.33;
b26bbecb-9880-4b01-ae46-b0b2f4a0f68d;( ++ );( A );Lactobacillus crispatus;2.04;Lactobacillus crispatus;1.87;
b568ea46-1415-4f0c-904c-891dfd40a424;( +++ );( A );Lactobacillus iners;2.36;not reliable identification;1.59;
b5aad1aa-ab44-4612-8d3c-43b0ddc201ce;( ++ );( A );Lactobacillus iners;2.11;not reliable identification;1.48;
c300382d-9493-4cc1-af80-c2801e3949d7;( +++ );( A );Lactobacillus iners;2.41;not reliable identification;1.49;
d456193b-5ba8-4100-83e9-d4f86d97b962;( +++ );( C );MIX!Lactobacillus iners;2.68;Lactobacillus iners;2.67;
f3c9bb4c-6a6f-4cbf-a310-8743b33376df;( +++ );( A );Enterococcus faecalis;2.4;Enterococcus faecalis;2.36;
273a39bd-40a8-4453-8c75-fe1ab0bd934d;( - );( C );not reliable identification;1.66;not reliable identification;1.59;
43307c51-54c7-4519-9fb4-1b340103ada1;( - );( C );not reliable identification;1.33;not reliable identification;1.33;
4f8620c3-3d0f-4130-942b-7e3b3dbc3d13;( - );( C );not reliable identification;1.29;not reliable identification;1.21;
5eab4018-e8bf-463e-ace4-8179206b16ce;( - );( C );not reliable identification;1.21;not reliable identification;1.14;
602807cf-00f9-4548-bd01-5ca48f001b1d;( - );( C );not reliable identification;1.38;not reliable identification;1.35;
75e265ce-2b08-478b-9c16-289d5c19d75b;( + );( B );Olsenella uli;1.72;not reliable identification;1.65;
ab072e7f-a7ef-4fed-8acf-d60f3e3b92cb;( + );( B );Propionibacterium acnes;1.79;Propionibacterium acnes;1.77;
cc552532-c642-45ed-8667-c605719e0f0e;( - );( C );not reliable identification;1.08;not reliable identification;1.07;
05049d82-edbc-4382-811e-a80eb021bbdc;( ++ );( A );Enterococcus faecalis;2.26;Enterococcus faecalis;2.22;
0bcedf85-8cad-4a35-9eb5-f90cd5267bba;( +++ );( A );Escherichia coli;2.5;Escherichia coli;2.36;
1e0cd93e-614a-4518-bf4f-923a68624ceb;( +++ );( B );Achromobacter xylosoxidans;2.37;Achromobacter xylosoxidans;2.25;
2f498c0c-6a81-4961-a3b8-6e4f796e3559;( ++ );( A );Pseudomonas aeruginosa;2.29;Pseudomonas aeruginosa;2.27;
45e498c7-f99a-4845-a179-7c5f430249e4;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.35;
744a96af-74c8-47cf-b62d-a3bd03aff820;( - );( C );no peaks found;<0;no peaks found;<0;
7b73f641-8a3b-4690-8069-e183a8d99ca7;( + );( B );Mycoplasma alkalescens;1.72;not reliable identification;1.69;
8db79830-58e1-4901-9be9-401dd49b9ee8;( ++ );( B );Enterobacter asburiae;2.19;Enterobacter cloacae;2.18;
942cab2e-707c-4b32-bd5e-e96c614255ce;( ++ );( A );Enterococcus faecalis;2.2;Enterococcus faecalis;2.19;
bb700179-2edb-450e-82f1-bc3bbea51320;( - );( C );not reliable identification;1.62;not reliable identification;1.58;
f8832c1d-24f6-4279-8782-9dcddd3f157d;( ++ );( A );Enterococcus faecalis;2.16;Enterococcus faecalis;2.15;
00aaaec8-1f54-4388-a4c9-bafa312794f0;( ++ );( A );Propionibacterium acnes;2.2;Propionibacterium acnes;2.11;
9c3e8b93-ec8e-411c-99e4-d60d2f91e5d0;( ++ );( A );Staphylococcus epidermidis;2.06;Staphylococcus epidermidis;1.95;
b4baf154-6e4b-41cc-8b2d-49cf0d1e9c89;( ++ );( A );Staphylococcus epidermidis;2.03;Staphylococcus epidermidis;1.93;
be6078ac-9a5e-46a4-a221-ec0ad2d4575c;( ++ );( A );Propionibacterium acnes;2.25;Propionibacterium acnes;2.19;
cf7451f9-9ae4-48cd-b6f7-f710fc6c5cda;( ++ );( A );Enterococcus faecium;2.27;Enterococcus faecium;2.25;
fad9d17f-5de3-4364-ad62-f6636c5e9c2c;( ++ );( A );Enterococcus faecium;2.27;Enterococcus faecium;2.2;
023aaca6-4cc0-4007-b19d-52cd02ed2960;( +++ );( A );Lactobacillus paracasei;2.34;Lactobacillus paracasei;2.28;
0c75362e-cb9b-4e08-93d0-7370000cff7e;( +++ );( B );Raoultella planticola;2.36;Raoultella planticola;2.33;
0dc9c00c-fccc-4f46-8cac-a98d894d54a4;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.23;
0ec780b2-8502-499f-8926-31c8cbda877b;( +++ );( B );Proteus vulgaris;2.51;Proteus vulgaris;2.36;
10e206ed-42ad-439b-a8a5-e93d9b1b3d1c;( + );( B );Streptococcus anginosus;1.98;Streptococcus anginosus;1.94;
13e291da-b882-4650-9356-4cf24316b8df;( +++ );( B );Proteus vulgaris;2.63;Proteus vulgaris;2.44;
17d0e93f-19e7-40dd-912e-0e47ff57c4c3;( +++ );( A );Staphylococcus aureus;2.44;Staphylococcus aureus;2.43;
18f8ec16-464b-4dfb-84aa-6fc0de76db8d;( +++ );( B );Proteus vulgaris;2.62;Proteus vulgaris;2.41;
1a03b079-1acc-4df7-ae80-fd67c0b3486c;( ++ );( A );Bacillus megaterium;2.2;Bacillus megaterium;1.82;
1b6b10ea-1be1-4d80-9929-7b8093693b4f;( ++ );( A );Serratia marcescens;2.27;Serratia marcescens;2.26;
1de4de35-c1e6-4e40-8ed9-e357684e14af;( +++ );( A );Staphylococcus aureus;2.4;Staphylococcus aureus;2.38;
20d53b20-2a8e-4fd7-b057-4d67deca7386;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.33;
232e325b-b615-46fc-a50a-e6481935e775;( +++ );( A );Streptococcus anginosus;2.46;Streptococcus anginosus;2.32;
243a675c-a39c-472c-b48c-0a572735532a;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.36;
25452100-4c85-4cda-9c8c-f3f92e3d538c;( +++ );( A );Enterococcus faecalis;2.52;Enterococcus faecalis;2.39;
28ca33fd-ad48-47c4-b92f-37ac64475ea4;( ++ );( A );Serratia marcescens;2.28;Serratia marcescens;2.27;
2988d632-750a-4d72-a981-67ab8013fddb;( - );( C );no peaks found;<0;no peaks found;<0;
34505b3a-8113-4893-93e0-19ac7d0722fe;( +++ );( A );Escherichia coli;2.3;Escherichia coli;2.29;
34728230-65a4-485c-8fa5-3e5a817eb2ed;( +++ );( A );Enterococcus faecium;2.5;Enterococcus faecium;2.4;
34934081-b11c-4aee-ad6c-61be38b2f837;( +++ );( A );Streptococcus anginosus;2.37;Streptococcus anginosus;2.24;
36ddc1b7-1616-49c4-835c-39cc7c34b816;( +++ );( A );Pseudomonas aeruginosa;2.46;Pseudomonas aeruginosa;2.35;
3ee78fa6-1212-456b-b1cb-4232b6fb66af;( - );( C );no peaks found;<0;no peaks found;<0;
3eeccc79-721c-4619-99b8-63e770ae0f5f;( + );( B );Pseudomonas aeruginosa;1.89;Pseudomonas aeruginosa;1.88;
425ecbd1-edfb-4edf-a7e3-5e6dda47ff39;( +++ );( A );Morganella morganii;2.51;Morganella morganii;2.43;
544cbca8-7951-4a0c-9069-e22129509d9d;( ++ );( A );Candida albicans;2.13;Candida albicans;2.1;
55316d25-3f7e-4621-a24b-8d09f2ffabff;( - );( C );not reliable identification;1.6;not reliable identification;1.57;
59903008-e249-4c27-9720-8c57615586d2;( ++ );( A );Candida albicans;2.13;Candida albicans;2.04;
5dd35db2-1738-4174-b6be-e070957fa1e5;( +++ );( A );MIX!Neisseria meningitidis;2.57;Neisseria meningitidis;2.44;
6be6e09e-3c4b-4cbb-8608-0a0442ed4e16;( +++ );( A );Lactobacillus paracasei;2.35;Lactobacillus paracasei;2.33;
767e5652-b029-4555-96f0-22459aadc8b7;( +++ );( A );Staphylococcus lugdunensis;2.33;Staphylococcus lugdunensis;2.2;
7a4f96a5-e744-464b-bbb6-08e5f4d3b480;( ++ );( A );Staphylococcus epidermidis;2.22;Staphylococcus epidermidis;2.16;
7f3440a1-f93e-4d5a-808f-df33ddf4cb6a;( ++ );( A );Staphylococcus epidermidis;2;Staphylococcus epidermidis;1.78;
80fb980f-e7a3-4bcb-a450-383bd86e6027;( + );( B );Lactobacillus crispatus;1.99;not reliable identification;1.68;
84230216-31fb-404c-8ccd-b5af47809cb9;( - );( C );not reliable identification;1.4;not reliable identification;1.37;
84c203b9-75c8-415d-ae73-ca61ff1f7dd2;( - );( C );not reliable identification;1.37;not reliable identification;1.31;
84dcaf61-e4e5-41e4-9b42-aa6763c08250;( ++ );( A );Staphylococcus epidermidis;2.21;Staphylococcus epidermidis;2.13;
86e3133c-1394-4e29-8561-5f67d9af7300;( +++ );( A );Enterococcus faecalis;2.45;Enterococcus faecalis;2.37;
8bc249d6-cf04-4e55-a007-321780f02b56;( +++ );( A );Staphylococcus hominis;2.34;Staphylococcus hominis;2.22;
8f3b4998-bbb2-4351-bef9-50496b1e1c99;( +++ );( A );Gemella morbillorum;2.38;Gemella morbillorum;2.24;
